DatasetID,TopicName
169,california
297,california
376,california
383,california
396,california
399,california
406,california
422,california
466,california
509,california
590,california
642,california
699,california
703,california
707,california
728,california
757,california
773,california
846,california
875,california
922,california
946,california
1181,california
1233,california
1239,california
1323,california
1393,california
1398,california
1408,california
1411,california
1497,california
1503,california
1558,california
1585,california
1695,california
1730,california
1764,california
1812,california
1856,california
1873,california
1885,california
1951,california
1961,california
1965,california
1996,california
152,"california and alaska wildfires (summer-fall 2019)"
152,"california firestorm (summer-fall 2017)"
152,"california firestorm (summer-fall 2018)"
325,california-breathing
1131,california-breathing
1046,california-department-of-developmental-services
469,california-department-of-education
399,california-department-of-fish-and-wildlife
769,california-department-of-fish-and-wildlife
977,california-department-of-fish-and-wildlife
1639,california-department-of-fish-and-wildlife
1914,california-department-of-forestry-and-fire-protection
56,california-department-of-public-health
104,california-department-of-public-health
125,california-department-of-public-health
162,california-department-of-public-health
188,california-department-of-public-health
212,california-department-of-public-health
247,california-department-of-public-health
267,california-department-of-public-health
325,california-department-of-public-health
634,california-department-of-public-health
654,california-department-of-public-health
914,california-department-of-public-health
1014,california-department-of-public-health
1131,california-department-of-public-health
1234,california-department-of-public-health
1291,california-department-of-public-health
1340,california-department-of-public-health
1350,california-department-of-public-health
1353,california-department-of-public-health
1439,california-department-of-public-health
1540,california-department-of-public-health
1553,california-department-of-public-health
1834,california-department-of-public-health
1881,california-department-of-public-health
1961,california-department-of-public-health
1991,california-department-of-public-health
678,california-department-of-technology
1538,california-department-of-transportation
1395,california-employment-development-department
1412,california-employment-development-department
1793,california-employment-development-department
1951,california-employment-development-department
488,california-energy-commission
585,california-energy-commission
1003,california-energy-commission
1370,california-energy-commission
1529,california-energy-commission
1886,california-energy-commission
590,california-forestry-and-fire-protection
1321,california-health-and-human-services-agency
585,california-natural-resources-agency
1003,california-natural-resources-agency
1370,california-natural-resources-agency
1529,california-natural-resources-agency
1639,california-natural-resources-agency
1886,california-natural-resources-agency
1681,california-ocean-protection-council
647,california-zip-codes
447,caliper
1792,call-center
1805,call-center
673,call-report
673,call-report-credit-union
673,call-report-data
264,call-reports
450,callisto
119,calls
652,calls
924,calls
1168,calls
1737,calls
403,calls-for-service
743,calls-for-service
1741,calls-for-service
1777,calls-for-service
1805,calls-for-service
582,calorie
507,calories
1538,caltrans
597,calves
1398,cambridge-systematics-camsys
1011,camdbs
176,camera-trap
139,cameras
169,cameras
1027,cameras
1061,cameras
1218,cameras
1427,cameras
1450,cameras
1497,cameras
1885,cameras
130,campaign
1088,campaign
1718,campaign
183,campground
533,campus
219,campus-crime-statistics
622,campus-police
219,campus-security
1291,campylobacteriosis
750,canada
1209,canada
1393,canada
1525,canada
1558,canada
1890,canada
361,"canadian national"
361,"canadian national railway"
361,"canadian pacific"
361,"canadian pacific railway"
1585,"canal / ditch"
888,canceled
1451,cancelled
23,cancer
231,cancer
815,cancer
895,cancer
1739,canis-lupus
286,cannabis
816,cannabis
1587,cannabis
885,canopy
585,caopendata
590,caopendata
1003,caopendata
1370,caopendata
1529,caopendata
1639,caopendata
1886,caopendata
1914,caopendata
156,capacity
196,capacity
919,capacity
1244,capacity
1436,capacity
1529,capacity
241,capacity-expansion-modeling
501,capacity-factor
241,capacity-factor-data
1244,capacity-factors
156,capacity-margin
156,capacity-reserves
656,cape-cod
676,capital
1318,capital
1436,capital
236,capital-access
1669,capital-cost
1244,capital-costs
501,capital-expenditures
155,capital-markets
810,capnia-sp
1438,caps
1832,caps
2,car
473,car
487,car
660,car
914,car
927,car
956,car
1198,car
1465,car
1718,car
1801,car
1876,car
247,car-injuries
1718,car-seat
1223,carbon
501,carbon-capture-and-storage
1974,carbon-credits
156,carbon-dioxide
732,carbon-dioxide
487,carbon-dioxide-emissions
732,carbon-dioxide-emissions
956,carbon-dioxide-emissions
1927,carbon-dioxide-emissions
42,carbon-footprint
1280,carbon-footprint-tool
1927,carbon-footprinting
853,carbon-monoxide
822,cardiac
1911,cardiac
815,cardiac-arrest
815,cardiac-arrhythmia
1991,cardiac-surgery
214,cardiovascular
679,cardiovascular
1115,cardiovascular
1582,cardiovascular
1623,cardiovascular
214,cardiovascular-disease
679,cardiovascular-disease
1115,cardiovascular-disease
1127,cardiovascular-disease
1179,cardiovascular-disease
1287,cardiovascular-disease
1582,cardiovascular-disease
1623,cardiovascular-disease
965,cardiovascular-disease-cvd
1728,cardiovascular-disease-mortality
1179,cardiovascular-health
542,care
1751,career
159,caregiver
211,cargo
389,cargo
537,caribbean
29,"caribbean sea"
304,"caribbean sea"
599,"caribbean sea"
946,"caribbean sea"
1419,"caribbean sea"
1665,"caribbean sea"
1833,"caribbean sea"
1887,"caribbean sea"
316,carload
643,carnivores
1854,carotid-endarterectomy
914,carpool
283,carrier
291,carrier
2,cars
473,cars
948,cars
976,cars
1718,cars
116,"cartographic boundary"
234,"cartographic boundary"
359,"cartographic boundary"
476,"cartographic boundary"
580,"cartographic boundary"
881,"cartographic boundary"
917,"cartographic boundary"
1024,"cartographic boundary"
1384,"cartographic boundary"
1843,"cartographic boundary"
1912,"cartographic boundary"
912,cartography
1085,cartography
1585,cartography
1930,cartography
119,case
764,case
1220,case
1291,case
142,case-dismissal
1135,case-management
1255,case-mix-index
764,case-number
142,case-processing
1135,case-processing
1207,case-processing
935,case-shiller-home-price-index
119,cases
188,cases
298,cases
564,cases
764,cases
1052,cases
274,cash-4-life
1831,cash-assistance
1884,cash-five
1901,cash-five
513,cash-income
513,cash-receipts
749,casino
1868,casino
853,castnet
283,casualty
830,casualty-death-suicide-homicide-combat
726,cat
1367,cat
1683,cataract
1208,"catastrophic phenomena"
1968,"catastrophic phenomena"
1202,catch
1585,catchment
856,categorization
89,category_id
376,category-traffic-management
1398,category-traffic-management
1325,category-vehicle-safety
461,cations
1644,catostomus-catostomus
1060,cats
1717,cats
597,cattle
889,cause-of-loss
235,causes-of-death
1491,cbdtp
374,cbrs
460,cbrs
975,cbrs
45,cbsa
580,cbsa
593,cbsa
669,cbsa
148,cccbdb
189,ccd
239,ccd
336,ccd
386,ccd
393,ccd
467,ccd
638,ccd
704,ccd
807,ccd
818,ccd
967,ccd
1200,ccd
1288,ccd
1308,ccd
1369,ccd
1415,ccd
1464,ccd
1493,ccd
1552,ccd
1617,ccd
1631,ccd
1690,ccd
1880,ccd
1583,ccdph
125,ccrc
501,ccs
1596,cdbg
111,cdc
1193,cdc
11,cder
319,cder
702,cder
1004,cder
1277,cder
1496,cder
1989,cder
399,cdfg
399,cdfw
769,cdfw
1639,cdfw
263,cdp
311,cdp
350,cdp
612,cdp
834,cdp
1019,cdp
1167,cdp
1510,cdp
1932,cdp
1938,cdp
1966,cdp
409,cdrh
425,cdrh
671,cdrh
1043,cdrh
1084,cdrh
1260,cdrh
1829,cdrh
644,cdw
960,cdw
1163,cdw
1302,cdw
1314,cehrt
1123,cei
1169,cei
1751,cei
446,celebration
470,celica
183,cemetery
65,census
85,census
99,census
105,census
108,census
245,census
263,census
321,census
405,census
407,census
470,census
517,census
554,census
600,census
608,census
620,census
670,census
808,census
871,census
873,census
882,census
907,census
931,census
1034,census
1050,census
1065,census
1066,census
1074,census
1079,census
1129,census
1189,census
1378,census
1403,census
1459,census
1472,census
1476,census
1504,census
1530,census
1686,census
1738,census
1742,census
1779,census
1790,census
1856,census
1923,census
1937,census
1971,census
1424,"census 2000"
116,"census area"
172,"census area"
234,"census area"
476,"census area"
1024,"census area"
78,"census block"
1181,"census block"
773,"census block groups"
189,"census county division"
239,"census county division"
393,"census county division"
467,"census county division"
638,"census county division"
704,"census county division"
818,"census county division"
1308,"census county division"
1369,"census county division"
1415,"census county division"
1464,"census county division"
1552,"census county division"
1690,"census county division"
311,"census designated place"
350,"census designated place"
612,"census designated place"
834,"census designated place"
1019,"census designated place"
1167,"census designated place"
1510,"census designated place"
1932,"census designated place"
1938,"census designated place"
1966,"census designated place"
263,"census designated places"
1424,"census regions and divisions"
216,"census tract"
345,"census tract"
359,"census tract"
364,"census tract"
426,"census tract"
880,"census tract"
1762,"census tract"
1775,"census tract"
1931,"census tract"
1965,"census tract"
1967,"census tract"
902,"census tract number"
1416,"census tract number"
199,census-2000-summary-file-1-sf1
1051,census-area
1307,census-area
1784,census-block-groups
85,census-blocks-groups
1551,census-bureau
608,census-geography
498,census-tract
901,census-tract
1517,census-tract
1879,census-tract-number
844,census-tracts
85,census2020
1332,center
1484,"center for satellite applications and research"
1379,center-for-medicare-and-medicaid-services
21,centerline
1484,"central america"
29,"central pacific ocean"
205,"central pacific ocean"
254,"central pacific ocean"
333,"central pacific ocean"
633,"central pacific ocean"
1146,"central pacific ocean"
1419,"central pacific ocean"
1668,"central pacific ocean"
1491,central-business-district
1491,central-business-district-tolling-program
1846,central-minerals-and-environmental-resources-science-center
1353,central-venous-catheter
1080,centroid
561,cents-per-kwh
1262,ceo
1646,ceo
367,cerclis
1149,cerclis
815,cerebrovascular-disease
1623,cerebrovascular-disease
1996,cerium
731,certificate-of-label-approval
1169,certification
194,certification-and-fuel-economy
1700,certified
1695,cervids
822,cervix
1991,cesarean
333,cetaceans
558,cetaceans
1668,cetaceans
1916,cetaceans
670,cev
1937,cev
394,cfcs
28,cfd
1839,cfda
1340,cfh
1870,cfr
1910,cfr
1388,cfr-compliance
652,cfs
1737,cfs
21,cgdb
1846,cggsc
954,chain
1539,challenge-3
1988,chancroid
1108,channel-state-information
1172,chapel-hill
872,characterization
899,characterization
570,charged-particles
592,chargemaster
417,chargers
546,charges
1250,charges
417,"charging ports"
804,charging-stations
1106,charging-stations
1188,charging-stations
1884,charitable-bingo
1901,charitable-bingo
6,charitable-contributions
6,charities
611,charities
1867,charities
611,charity
1644,charr
1000,chart-k
1648,chas
125,chcq
810,cheatocladius-sp
1696,checklists
545,checkpoint
838,checkpoint
1305,cheese
59,chemical
210,chemical
674,chemical
703,"chemical contaminants"
633,"chemical meters/analyzers"
1846,chemical-analysis
1974,chemical-composition
789,chemical-data
805,chemical-engineering
527,chemical-kinetics
894,chemical-list
527,chemical-reaction
557,chemical-shifts
348,chemical-spills
789,chemical-structure
338,chemical-structures
1945,chemical-structures
1957,chemical-structures
894,chemical-substance-inventory
463,chemical-thermodynamics
61,chemicals
511,chemicals
632,chemicals
1553,chemicals
1637,chemicals
1225,cheminformatics
148,chemistry
434,chemistry
805,chemistry
810,chemistry
1692,chemistry
1963,chemistry
1219,chemistry-physical
707,"chesapeake bay"
1393,"chesapeake bay"
1411,"chesapeake bay"
1558,"chesapeake bay"
707,"chesapeake bay watershed"
1393,"chesapeake bay watershed"
1411,"chesapeake bay watershed"
1558,"chesapeake bay watershed"
2,chevrolet
473,chevrolet
2,chevy
473,chevy
654,chew
1321,chhs
597,chicken
1988,chikungunya-virus-disease
128,child
162,child
267,child
352,child
542,child
694,child
1158,child
1748,child
1810,child
1607,child-abuse
344,child-care
1363,child-care
1607,child-development
618,child-health
1607,child-neglect
582,child-nutrition
780,child-nutrition
762,child-poverty
1718,child-safety-seats
1718,child-seat
344,childcare
1474,childcare-prices
485,children
614,children
654,children
779,children
1025,children
1455,children
893,children-and-adolescents
1345,children-with-disabilities
1566,childrens-health
457,china
1758,chip
422,chirps
461,chloride
803,chloride
429,chlorophyll
1637,chlorophyll
284,chlorophyll-a
349,chma
131,choice
1988,cholera
1179,cholesterol
1791,choline
1988,chronic
1147,chronic-conditions
1810,chronic-conditions
325,chronic-disease
1477,chronic-disease
1817,chronic-disease
1287,chronic-diseases
965,chronic-kidney-disease-ckd
815,chronic-lower-respiratory-disease
1695,chronic-wasting-disease
1659,church
30,cicada
30,cicadas
867,cics
1881,cid
935,cigarette-tax-stamps
654,cigarettes
654,cigars
810,cinygmula-spp
801,circulating-coin-sales
1906,circulating-coins-production-figures
323,circulation
815,circulatory-disease
1257,circumstance
195,citations
790,citations
1388,citations-and-orders
322,cities
1051,cities
1183,cities
1357,cities
1198,cities-leap
1618,cities-leap
1922,cities-leap
505,citizen-science
116,city
133,city
234,city
263,city
311,city
350,city
476,city
524,city
612,city
834,city
904,city
1019,city
1024,city
1167,city
1198,city
1333,city
1510,city
1618,city
1801,city
1849,city
1922,city
1932,city
1938,city
1966,city
1993,city
116,"city and borough"
234,"city and borough"
476,"city and borough"
1024,"city and borough"
1209,"city plans"
1895,city-commissioners
1150,city-government
1482,city-government
951,city-pair
968,city-pair
1090,city-pair
1984,city-pair
1984,city-pair-markets
1930,city-planning
1090,city-summary
183,city-town-hall
1123,citywide-equity-and-inclusion
1169,citywide-equity-and-inclusion
1751,citywide-equity-and-inclusion
1055,citywide-procurement
670,civic-engagement
1439,civic-engagement
1937,civic-engagement
903,civil
1209,"civil war maps"
903,civil-division
142,civil-law
1388,civil-monetary-penalties
1985,civil-penalty
74,civil-rights
228,civil-rights
240,civil-rights
604,civil-rights
762,civil-rights
909,civil-rights
930,civil-rights
958,civil-rights
1087,civil-rights
1345,civil-rights
1557,civil-rights
1597,civil-rights
390,civil-rights-charges
40,civil-service
1169,civil-service
1328,civil-service
1123,civil-service-list
40,civil-service-titles
1148,civilian
1571,ckan
1353,clabsi
1307,clackamas
738,claim
916,claim-maps
738,claims
760,claims
903,claims
916,claims
1526,claims
361,"class i"
361,"class i railways"
87,classification
111,classification
166,classification
1488,classification
1601,classification
368,classification-number
1307,clatsop
916,clay
194,clean-air-act
1128,clean-air-act
1438,clean-air-act
1832,clean-air-act
853,clean-air-status-and-trends-network
534,clean-air-trends
736,clean-air-trends
1121,clean-air-trends
1470,clean-air-trends
2,clean-energy
473,clean-energy
1845,clean-energy
1796,clean-up
1128,clean-water-act
1832,clean-water-act
645,cleanup
735,cleanup
986,cleanup
1056,cleanup
1233,cleanup
1271,cleanup
1796,cleanup
764,clerk
219,clery-act
699,cleveland
656,cleveland-ledge
273,click
26,climate
414,climate
422,climate
576,climate
742,climate
1183,climate
1615,climate
1655,climate
1851,climate
254,"climate indicators"
933,"climate indicators"
1146,"climate indicators"
31,climate-change
81,climate-change
194,climate-change
207,climate-change
306,climate-change
347,climate-change
487,climate-change
511,climate-change
798,climate-change
956,climate-change
1160,climate-change
1176,climate-change
1178,climate-change
1182,climate-change
1343,climate-change
1438,climate-change
1567,climate-change
1836,climate-change
1334,climate-zone
373,climatology
365,clinic
1953,clinic
125,clinic-locations
1989,clinical-investigator
1447,clinical-trials
1949,clinical-trials
125,clinics
1682,clinics
273,clock
1253,closures
92,cloud
689,cloud-cover
92,cloud-type
367,clp
367,clpss
1303,cmaq
1438,cmaq
1846,cmersc
656,cmgp
1255,cmi
1388,cmp
329,cms
1379,cms
361,cn
1106,cng
1188,cng
455,cnpp
853,co
249,co2
1927,co2
394,co2-emissions
712,coal
916,coal
1643,coal
1687,coal
51,coal-mines
53,coal-price
942,coal-price
1057,coal-price
1058,coal-price
53,coal-production
342,coal-production
942,coal-production
1057,coal-production
1058,coal-production
53,coal-reserves
942,coal-reserves
1057,coal-reserves
1058,coal-reserves
53,coal-stocks
942,coal-stocks
1057,coal-stocks
1058,coal-stocks
1027,coastal
1061,coastal
1218,coastal
1351,coastal
1365,coastal
1847,coastal
139,"coastal and hydraulics laboratory"
374,"coastal barrier resources system"
460,"coastal barrier resources system"
975,"coastal barrier resources system"
1497,"coastal california"
703,"coastal ecosystem science"
785,"coastal elevation"
1306,"coastal elevation"
374,"coastal flooding"
460,"coastal flooding"
975,"coastal flooding"
1887,"coastal ocean science"
451,"coastal process"
1818,"coastal process"
556,"coastal processes"
785,"coastal processes"
1306,"coastal processes"
785,"coastal relief"
1861,"coastal resources"
633,"coastal stations"
1861,"coastal zone management"
712,coastal-and-marine-geology
656,coastal-and-marine-geology-program
643,coastal-ecosystems
621,coastal-lowlands
293,coastal-waters
1644,coaster-brook-trout
369,coastline
457,cobalt
4,cocaine
111,cocaine
141,cocaine
1776,cocaine
740,cochlear
656,coda-octopus-f180
563,code
899,code
1080,code
1368,code
1723,code
1729,code
1910,code-of-federal-regulations
471,coded-data
945,codes
1405,coe
389,cofc
1287,cognitive-function
159,cognitive-health
1814,cohort
1936,cohort
290,cohort-default-rates
731,cola-public-registry
731,colas-online
1691,coli
1417,collada
1955,collateral
236,collateral-support
219,college
401,college
584,college
1657,college
110,college-enrollment
762,college-enrollment
110,college-navigator
183,college-university
288,colleges
1725,colleges
247,collision-injuries
144,collisions
363,collisions
398,collisions
570,collisions
578,collisions
734,collisions
806,collisions
1122,collisions
1732,collisions
895,colon-cancer
390,color
724,color
1052,color
139,"color infrared imagery"
1221,color-aerial-imagery
15,colorado
25,colorado
297,colorado
383,colorado
396,colorado
406,colorado
466,colorado
707,colorado
728,colorado
757,colorado
773,colorado
875,colorado
922,colorado
1233,colorado
1239,colorado
1393,colorado
1411,colorado
1585,colorado
1695,colorado
1730,colorado
1764,colorado
1812,colorado
1873,colorado
1996,colorado
895,colorectal-cancer
27,combase
27,combined-database-for-predictive-microbiology
156,combined-heat-and-power
1381,comet
1609,commerce
1722,commerce
540,commercial
791,commercial
1202,commercial
1311,commercial
1334,commercial
1588,commercial
1618,commercial
1922,commercial
1247,"commercial motor vehicle parking"
1827,commercial-banks
1176,commercial-buildings
1334,commercial-buildings
1922,commercial-buildings
1927,commercial-buildings
894,commercial-chemicals
561,commercial-electric-prices
1574,commercial-electricity-price-industrial-electricity-price
905,commercial-energy-consumption
791,commercial-energy-cost
791,commercial-energy-use
1336,commercial-marine-vessels
1311,commercial-reference-buildings
36,commerical
1130,commingling
343,commission
1609,commodities
1722,commodities
1315,commodity
1352,commodity
1656,commodity
705,commodity-balance
336,common-core-of-data
386,common-core-of-data
807,common-core-of-data
967,common-core-of-data
1200,common-core-of-data
1288,common-core-of-data
1493,common-core-of-data
1617,common-core-of-data
1631,common-core-of-data
1880,common-core-of-data
244,common-data-layers
966,common-data-layers
1475,common-data-layers
592,common-procedures
592,common-services
1257,communication
1059,communication-equipment
1257,communication-type
19,communications
699,communities
1094,communities
131,community
985,community
1332,community
1971,community
1041,community-area
176,community-composition
236,community-development
418,community-development
302,community-development-programs
876,community-district
1831,community-district
128,community-health
688,community-health
1001,community-health
1029,community-health
1219,community-health
1526,community-health
1998,community-health
1066,community-indicators
1438,community-multi-scale-air-quality-model-outputs
1596,community-planning-and-development
622,community-policing
1501,community-water-fluoridation
885,commute
885,commuter
436,commuter-rail
724,commuter-rail
755,commuter-rail
806,commuter-rail
888,commuter-rail
1013,commuter-rail
1217,commuter-rail
1491,commuter-rail
1842,commuter-rail
131,commuting
914,commuting
566,comorbidity
1773,comp
140,companies
1867,companies
283,company
1520,company
1955,company
812,company-name
1625,company-safety-profile
1128,comparative-maps
1392,compare
1801,compare
273,comparison
1588,comparison
195,compass
1120,compensation
1773,compensation
1118,compensation-statistics
478,competition
1539,competition
283,complaint
515,complaint
915,complaint
709,complaints
1482,complaints
1723,complaints
110,completions
1945,complex-work-units
518,compliance
521,compliance
645,compliance
694,compliance
827,compliance
986,compliance
1011,compliance
1128,compliance
1233,compliance
1469,compliance
1870,compliance
848,compliance-enforcement
1285,compliance-enforcement
1128,compliance-history
1625,compliance-review
1576,composite-scores
588,composting
1832,comprehensive-environmental-response-compensation-and-liability-act
1879,comprehensive-health-center
417,"compressed natural gas (cng)"
1106,compressed-natural-gas
1188,compressed-natural-gas
210,computational-biology
148,computational-chemistry
28,computational-fluid-dynamics
241,computational-science
1539,computational-science
662,computer-crimes
662,computer-forensics
1135,computer-programs
1107,computer-software
1986,computer-software
984,computers
1107,computers
1206,computers
1986,computers
241,concentrated-solar-power
501,concentrated-solar-power
1643,concentrating-solar-power
366,condition
449,condition
1037,condition
1610,condition
1811,condition
1673,condition-monitoring
1947,condition-monitoring
73,condo
633,"conductivity sensors"
1985,confirmatory-order
1491,congestion-relief-zone
965,congestive-heart-failure-chf
1628,congress
1628,congressional
1843,"congressional district"
902,"congressional district code"
1416,"congressional district code"
608,congressional-district
987,congressional-testimony
843,connected-equipment
843,connected-vehicle-message
297,connecticut
383,connecticut
396,connecticut
406,connecticut
707,connecticut
728,connecticut
773,connecticut
875,connecticut
922,connecticut
1065,connecticut
1233,connecticut
1239,connecticut
1396,connecticut
1730,connecticut
1764,connecticut
1812,connecticut
1873,connecticut
181,cons-list
1089,consent-decree
205,conservation
728,conservation
885,conservation
1261,conservation
1649,conservation
1764,conservation
1943,conservation-assistance
902,"consolidated city fips code"
1416,"consolidated city fips code"
347,consolidated-appropriations-act-2008
511,consolidated-appropriations-act-2008
1178,consolidated-appropriations-act-2008
181,consolidated-list
264,consolidated-reports-of-condition-and-income
622,constables
603,constant-maturity
789,constants-of-diatomic-molecules
536,construction
565,construction
1092,construction
1318,construction
1678,construction
1724,construction
1184,construction-and-demolition-debris
1123,construction-and-technical-services
1169,construction-and-technical-services
1751,construction-and-technical-services
1059,construction-equipment
326,consumer
915,consumer
1083,consumer
1301,consumer
1376,consumer
951,consumer-airfare-report
968,consumer-airfare-report
1090,consumer-airfare-report
1984,consumer-airfare-report
906,consumer-complaints
1831,consumer-complaints
935,consumer-confidence
102,consumer-economics
174,consumer-economics
772,consumer-economics
1767,consumer-economics
772,consumer-finance
1767,consumer-finance
1841,consumer-health
906,consumer-issues
1083,consumer-licensing
102,consumer-loans
174,consumer-loans
598,consumer-price-index
595,consumer-price-indexes
1798,consumer-prices
1553,consumer-products
1376,consumer-protection
162,consumption
379,consumption
543,consumption
705,consumption
792,consumption
1311,consumption
1352,consumption
1368,consumption
1588,consumption
1618,consumption
57,consumptive-use
1047,contact
924,contact-information
389,containers
1525,containers
383,contaminant
735,contaminant
1011,contaminant
1056,contaminant
1637,contaminant
1555,contaminants
173,contaminated
1637,contaminated-sediment
1796,contaminated-sites
1796,contamination
1396,contamination-and-pollution
1663,conterminous-united-states
169,continent
205,continent
254,continent
281,continent
633,continent
641,continent
722,continent
785,continent
1027,continent
1061,continent
1146,continent
1218,continent
1351,continent
1365,continent
1419,continent
1427,continent
1450,continent
1484,continent
1497,continent
1668,continent
1885,continent
46,continental-population-groups
493,continental-population-groups
1147,continental-population-groups
1158,continental-population-groups
1810,continental-population-groups
125,continuing-care-retirement-community
1265,continuity
398,continuous-welded-rail
1458,continuum-of-care
179,contour
435,contract
1055,contract
1933,contract
1500,contractor
932,contractor-registry
1724,contractors
725,contracts
1193,contracts
273,contributing
21,control
827,control
4,controlled-drugs
1776,controlled-drugs
971,controlled-substance
41,controller-id
1033,conus
1368,conus
422,convective
422,"convective precipitation rate"
525,convenience
525,convenience-store
458,cook-county-assessor
1448,cookbook
664,cooling
1588,cooling
73,coop
636,cooperative
138,coordinated-care
1114,coordinated-care
1747,coordinated-care
648,coordinated-universal-time
51,coordinates
682,coordinates
715,coordinates
1013,coordinates
1819,coordinates
1889,coordinates
1915,coordinates
231,copd
461,copper
916,copper
1833,"coral bleaching"
1833,"coral diseases"
1963,"coral diseases"
1963,"coral mortality"
66,coral-data-package
66,coral-monitoring
66,coral-monitoring-protocol
66,coral-protocol
66,coral-reef
1044,coral-reef
66,coral-reef-monitoring
537,corals
1833,corals
1963,corals
1681,cordell-bank
593,core
669,"core based statistical area"
349,core-areas
45,core-based-statistical-area
712,core-science-systems
543,corn
821,corn
1872,corn
44,coronavirus
56,coronavirus
243,coronavirus
299,coronavirus
308,coronavirus
548,coronavirus
564,coronavirus
1014,coronavirus
1196,coronavirus
1293,coronavirus
1929,coronavirus
1132,corporate-behavior
1132,corporate-crime
1726,corporation-business-entity
140,corporations
636,corporations
1859,corporations
1867,corporations
778,correctional-facilities
778,correctional-facilities-adults
622,correctional-institutions
298,corrections
778,corrections
778,corrections-management
1575,"corrective action"
1390,correlated
1705,corrosion
1252,corynorhinus-townsendii
1553,cosmetics
470,cost
501,cost
614,cost
676,cost
1025,cost
1514,cost
1527,cost
1669,cost
1840,cost
1648,cost-burden
1036,cost-center
1349,cost-transparency
1315,costs
543,cotton
821,cotton
1644,cottus-bairdii
1399,count
1538,count-data
214,counties
378,counties
679,counties
1040,counties
1051,counties
1070,counties
1115,counties
1474,counties
1503,counties
1528,counties
1582,counties
1623,counties
1648,counties
1781,counties
1198,country
1618,country
1964,country-fdi-data
158,country-level-food-security
1963,country/territory
1354,counts
32,county
51,county
79,county
116,county
172,county
214,county
234,county
359,county
408,county
423,county
476,county
522,county
678,county
679,county
788,county
822,county
879,county
899,county
1005,county
1024,county
1066,county
1067,county
1115,county
1249,county
1341,county
1368,county
1399,county
1402,county
1503,county
1528,county
1536,county
1582,county
1618,county
1623,county
1664,county
1922,county
116,"county equivalent"
234,"county equivalent"
476,"county equivalent"
1024,"county equivalent"
902,"county fips code"
1416,"county fips code"
75,"county or equivalent entity"
388,"county or equivalent entity"
500,"county or equivalent entity"
902,"county or equivalent entity"
1078,"county or equivalent entity"
1416,"county or equivalent entity"
1848,"county or equivalent entity"
189,"county subdivision"
239,"county subdivision"
393,"county subdivision"
467,"county subdivision"
638,"county subdivision"
704,"county subdivision"
818,"county subdivision"
1308,"county subdivision"
1369,"county subdivision"
1415,"county subdivision"
1464,"county subdivision"
1552,"county subdivision"
1690,"county subdivision"
1304,county-classifications
241,county-level
1501,county-level
1397,county-of-indictment
1879,county-subdivision-name
833,county-teen-birth-trends
251,county-to-county
833,county-trends-on-teen-births
604,course-taking
930,course-taking
1087,course-taking
1782,coursetaking-transcripts
1962,coursetaking-transcripts
1782,coursetakingtranscripts
1962,coursetakingtranscripts
589,court
142,court-cases
1135,court-cases
183,court-house
1506,court-locations
1302,court-services-and-offender-supervision-agency
244,courts
97,cover-crops
188,covid
564,covid
634,covid
1014,covid
1162,covid
1196,covid
1293,covid
1768,covid
1929,covid
44,covid-19
111,covid-19
188,covid-19
273,covid-19
298,covid-19
299,covid-19
308,covid-19
404,covid-19
548,covid-19
564,covid-19
634,covid-19
972,covid-19
1014,covid-19
1162,covid-19
1196,covid-19
1213,covid-19
1300,covid-19
1371,covid-19
1528,covid-19
1720,covid-19
1744,covid-19
1929,covid-19
292,covid-19-coronavirus
1162,covid-net
188,covid19
243,covid19
564,covid19
634,covid19
1162,covid19
1929,covid19
1162,covidnet
1011,cp
1596,cpd
598,cpi
935,cpi
1798,cpi
1798,cpi-index
845,cps
1355,cps
232,cpsc
1002,cpsc
4,crack-cocaine
1776,crack-cocaine
1303,cracmm
1305,crafts
145,crash
185,crash
222,crash
273,crash
521,crash
660,crash
729,crash
734,crash
783,crash
1032,crash
1625,crash
1708,crash
1876,crash
144,crashes
222,crashes
783,crashworthiness
450,crater
240,crdc
668,crdc
909,crdc
958,crdc
1345,crdc
1446,crdc
1557,crdc
236,credit
915,credit-card
915,credit-report
236,credit-support
673,credit-union
673,credit-union-data
5,crime
48,crime
80,crime
91,crime
93,crime
95,crime
184,crime
193,crime
225,crime
269,crime
272,crime
403,crime
438,crime
516,crime
589,crime
644,crime
649,crime
743,crime
960,crime
1035,crime
1105,crime
1135,crime
1163,crime
1203,crime
1234,crime
1302,crime
1445,crime
1460,crime
1463,crime
1483,crime
1807,crime
1820,crime
1828,crime
1925,crime
1326,crime-cards
95,crime-data
184,crime-data
516,crime-data
1234,crime-data
1753,crime-data
1246,crime-in-the-united-states
1992,crime-mapping
1992,crime-patterns
438,crime-rate
91,crime-rates
579,crime-rates
1040,crime-rates
1246,crime-report
91,crime-reporting
579,crime-reporting
1040,crime-reporting
1828,crime-reports
579,crime-statistics
1040,crime-statistics
1246,crime-statistics
1633,crime-statistics
95,crimes
184,crimes
516,crimes
662,crimes
829,crimes
1753,crimes
1633,crimes-against-persons
1633,crimes-against-property
1633,crimes-against-society
589,criminal
746,criminal-courts
778,criminal-histories
622,criminal-investigation
589,criminal-justice
1135,criminal-justice-system
1207,criminal-justice-system
1438,criteria-air-pollutants
125,critical-access-hospital
1353,critical-care
15,critical-habitat
1996,critical-mineral
457,critical-mineral-resource
1687,critical-minerals
1656,crop-acreage
